"","...1","Match_D","Match_G","Match_H","Document group","Document name","Code","Beginning","End","Weight score","Segment","Author","Creation date","Area","Coverage %","clean_text"
"340",340,TRUE,FALSE,FALSE,"USAFA","USAFA-R7-2","Favoritism",138,143,0,"Male Interviewee 4:	I’d say favoritism is [inaudible] [00:18:23].
Male Interviewee 4:	Yeah.
Male Interviewee 4:	Um – like, if someone’s strict in the squad, who has – like – this moral code that they abide by – um, they’ll either apply to some people or not apply to others – for example, if I was a squad cop, then I’ll pull favors for an upperclassman that I know – and I hopefully care about.

	[Inaudible] freshman who maybe I thought was – uh, a little bit slackish, uh – wouldn’t try as hard; then I’ll be, like, really hard on him. And the same – same, uh – how do you say it – the same thing that they both mess up on – one is treated differently than the other, so –","joopark",2000-01-03 13:45:00,743,1.493017,"I’d say favoritism is . Yeah. if someone’s strict in the squad who has this moral code that they abide by they’ll either apply to some people or not apply to others for example if I was a squad cop then I’ll pull favors for an upperclassman that I know and I hopefully care about. freshman who maybe I thought was a little bit slackish wouldn’t try as hard; then I’ll be really hard on him. And the same same how do you say it the same thing that they both mess up on one is treated differently than the other so "
"341",341,TRUE,FALSE,FALSE,"USAFA","USAFA-R7-2","Leader.hypocrisy",145,148,0,"Male Interviewee 3:	Yeah, I’d definitely say that – to an extent; I mean, professionally – you know, that’s the whole point of it, is to create [inaudible]. 

	But like, to an extent, like – you can only go so far; like, yeah – you wanna, like, hold them to higher standards so they know what to expect. But then you gotta hold yourself to that same kinda standards and precaution – otherwise, you’re not gonna have any respect. Like, a lot of times, the people that are the ones that are yelling at the freshmen are, like, doing the most stuff – the ones [inaudible] [00:19:42] is just a mess – like, they don’t take care of themselves; their uniform is trashed. They don’t work out. They’re the ones chastising underclassmen for those same exact things. And it just seems very hypocritical – and the next – their whole, like – [inaudible] – it makes the freshmen not take them seriously; it makes them cynical. 

	And then, like, they can’t create respect. And like, they’re not learning how to – like, hold themselves accountable; so I feel like that, oftentimes, is like a big – um – our problem, is that once you finish freshman year, you feel like you’re done. And then, like, “Well –” like, “I – I graduated; I don’t have to do this stuff anymore. I’m good to go.”

	And then that just creates the [inaudible], and it’s cyclical every year – and that’s [inaudible].","kbeavan",2000-01-13 20:30:00,1372,2.756958,"Yeah I’d definitely say that to an extent; I mean professionally you know that’s the whole point of it is to create . But to an extent you can only go so far; yeah you wanna hold them to higher standards so they know what to expect. But then you gotta hold yourself to that same kinda standards and precaution otherwise you’re not gonna have any respect. a lot of times the people that are the ones that are yelling at the freshmen are doing the most stuff the ones is a mess they don’t take care of themselves; their uniform is trashed. They don’t work out. They’re the ones chastising underclassmen for those same exact things. And it seems very hypocritical and the next their whole it makes the freshmen not take them seriously; it makes them cynical. And then they can’t create respect. And they’re not learning how to hold themselves accountable; so I feel that oftentimes is a big our problem is that once you finish freshman year you feel you’re done. And then “Well ” “I I graduated; I don’t have to do this stuff anymore. I’m good to go.” And then that creates the and it’s cyclical every year and that’s ."
"342",342,TRUE,FALSE,FALSE,"USAFA","USAFA-R7-2","Leader.drinkingdrunk.at.inappropriate.timeslocations",315,319,0,"Male Interviewee:	Um – I can say this here – uh, that – [inaudible] squad just – just from what I hear – I – I didn’t experience it, but – just came in like, super-drunk, um – just showing, like, a bad example for underclassmen – uh, I think he ended up throwing up in the hallway – and just like, that kinda stuff.
Male Interviewee:	During the weekend? During the weekend – I think it was like a – I think it was like a special event – um – like, a holiday. Yeah, just like that – showing a bad example. 
Male Interviewee:	Again, I think it all depends on the [inaudible] [00:40:13] of day, you are – like, something [inaudible] – like, it happens, like – you got so drunk, other cadets would be like – hey, like – that’s not the way to show your leadership, like – make sure it doesn’t happen again. And I think that’s how the Air Force and um – and upper leadership um – show it – like they’re gonna go up to him and say, “Hey.” Like, “Give him consequences; this can’t happen again,” and so on. So yeah – it all depends on who you are, and how you think about saturation.","joopark",2000-01-04 01:31:00,1300,2.612278,"I can say this here that squad from what I hear I I didn’t experience it but came in super drunk showing a bad example for underclassmen I think he ended up throwing up in the hallway and that kinda stuff. During the weekend? During the weekend I think it was a I think it was a special event a holiday. Yeah that showing a bad example. Again I think it all depends on the of day you are something it happens you got so drunk other cadets would be hey that’s not the way to show your leadership make sure it doesn’t happen again. And I think that’s how the Air Force and and upper leadership show it they’re gonna go up to him and say “Hey.” “Give him consequences; this can’t happen again ” and so on. So yeah it all depends on who you are and how you think about saturation."
"343",343,FALSE,FALSE,FALSE,"USAFA","USAFA-R7-2","Leader.does.not.take.accountability.for.actions",326,332,0,"Male Interviewee 3:	Uh – I was going for [inaudible] before, but [inaudible] – type of personality – uh – so I knew last year a squad commander who was – um – like, so picked to be our squad commander, but then – uh – he’s gonna get medically discharged, or he wasn’t gonna be able to graduate. And so then he kinda didn’t take anything else seriously after that. He just kinda, like – kinda like “Hey, dude.” Stopped at your school, but then didn’t do anything out of his way. He just played video games pretty much all day, every day. So he would skip out the class, play video games. 

Male Interviewee:	Yeah.

Male Interviewee 3:	And then – didn’t really take his job seriously – and then, like, when it came to – like, MPA, like – [inaudible] [00:42:24], know how the system works – like, he has the final say – like, he made no effort to like, go out of his way to like, know other people – or like, get to know, like, how the system is gonna work. And then he, like, rewarded, like favoritism to people who he played video games with. Uh – his buddy, like somehow, he managed to be ranked very highly. 

	And then people who didn’t really talk to him that much – and then might have been doing a little extra work on the side – didn’t get noticed [inaudible] in the entire squadron. So some people remained cynic – made people a little cynical about that.

Male Interviewee 2:	Maybe he was on the winning side.

Male Interviewee 3:	He might have been on the winning side, and somebody else might have gone on the losing side for that one, but uh – so that – that was a little bitter, just for the fact that it was coupled that – not a caring attitude, not wanting to go out of his way to like, try to actually get to know the people, or try to work with people – like with his buddy [inaudible] commander, and just being very apathetic in your duties – and then just showing his favoritism because it’s the easy way out.

	Uh – very unprofessional.","joopark",2000-01-04 01:33:00,1955,3.928464,"I was going for before but type of personality so I knew last year a squad commander who was so picked to be our squad commander but then he’s gonna get medically discharged or he wasn’t gonna be able to graduate. And so then he kinda didn’t take anything else seriously after that. He kinda kinda “Hey dude.” Stopped at your school but then didn’t do anything out of his way. He played video games pretty much all day every day. So he would skip out the class play video games. Yeah. And then didn’t really take his job seriously and then when it came to MPA know how the system works he has the final say he made no effort to go out of his way to know other people or get to know how the system is gonna work. And then he rewarded favoritism to people who he played video games with. his buddy somehow he managed to be ranked very highly. And then people who didn’t really talk to him that much and then might have been doing a little extra work on the side didn’t get noticed in the entire squadron. So some people remained cynic made people a little cynical about that. Maybe he was on the winning side. He might have been on the winning side and somebody else might have gone on the losing side for that one but so that that was a little bitter for the fact that it was coupled that not a caring attitude not wanting to go out of his way to try to actually get to know the people or try to work with people with his buddy commander and being very apathetic in your duties and then showing his favoritism because it’s the easy way out. very unprofessional."
"344",344,FALSE,FALSE,FALSE,"USAFA","USAFA-R7-3","Leader.breaches.confidentiality",50,50,0,"I mean, there's, uh, a, uh, a freshman that, um, I heard make a comment about her not knowing anything about her and not being involved in any way with her case and her situation, but only knowing what his upper classmen had told him about her.","Norton Ohana",2000-12-20 11:29:00,244,0.66603,"I mean there is a a freshman that I heard make a comment about her not knowing anything about her and not being involved in any way with her case and her situation but only knowing what his upper classmen had told him about her."
"345",345,TRUE,FALSE,FALSE,"USAFA","USAFA-R8-1","Leader.breaches.confidentiality",172,177,0,"Interviewee:        To lose trust?
Interviewee:        Um, so I’d say a big thing is whether – so once you reveal something to them, what they do with it. So if it’s appropriate to kinda report to someone, then I’m okay with it. But if it’s not and they kinda talk to other people about it, who it’s not their business, so essentially kinda going behind your back, that would be my big thing.
Interviewee:        I’d say more on the cadet side, but it’s –","kbeavan",2000-01-13 20:37:00,928,1.969398,"To lose trust? so I’d say a big thing is whether so once you reveal something to them what they do with it. So if it’s appropriate to kinda report to someone then I’m okay with it. But if it’s not and they kinda talk to other people about it who it’s not their business so essentially kinda going behind your back that would be my big thing. I’d say more on the cadet side but it’s "
"346",346,TRUE,FALSE,FALSE,"USAFA","USAFA-R8-1","Leader.encourages.unethical.behavior",238,245,0,"
Interviewee:	Yes, so like – 
Interviewee:	So certain situations, uh, like it doesn’t seem like a big deal like the – you know, kinda be blown off by cadets. But then when the AOC kinda hears about it, regardless of how kind of silly it seemed, they’ll kinda – they’ll take it seriously and at least give the cadet an impression that this matters and they’ll do something about it. 
Interviewee:	Yes, did not give it attention.
Interviewee:	Kind of thought it was funny, kind of blew it off.","kbeavan",2000-01-13 20:37:00,783,1.66168,"Yes so So certain situations it doesn’t seem a big deal the you know kinda be blown off by cadets. But then when the AOC kinda hears about it regardless of how kind of silly it seemed they’ll kinda they’ll take it seriously and at least give the cadet an impression that this matters and they’ll do something about it. Yes did not give it attention. Kind of thought it was funny kind of blew it off."
"347",347,TRUE,FALSE,FALSE,"USAFA","USAFA-R8-1","Leader.apathetic.to.others.concerns",247,247,0,"nterviewee:	All right, um, so the specific example I’m thinking of is a little out there, but it was essentially, uh, two girls thought they – just thought like a ghost was in their room at night, and then the cadet chain of command just kinda laughed that one off.","kbeavan",2000-07-03 14:52:00,265,0.562382,"All right so the specific example I’m thinking of is a little out there but it was essentially two girls thought they thought a ghost was in their room at night and then the cadet chain of command kinda laughed that one off."
"348",348,FALSE,FALSE,FALSE,"USAFA","USAFA-R8-1","Leader.apathetic.to.others.concerns",252,255,0,"
Interviewee:	So I think kinda it’s like I did last one like anytime your first reaction, is to say like, “I mean, that’s not too bad, that’s not serious,” or just laugh it off. 
Interviewee:	So anything where it’s – to kinda disregard maybe how important it is to the person reporting it.","kbeavan",2000-07-02 15:48:00,515,1.092931,"So I think kinda it’s I did last one anytime your first reaction is to say “I mean that’s not too bad that’s not serious ” or laugh it off. So anything where it’s to kinda disregard maybe how important it is to the person reporting it."
"349",349,TRUE,FALSE,FALSE,"USAFA","USAFA-R8-4","Favoritism",469,473,0,"nterviewee:	Um, but yet trust, I guess, is like, ah, maybe if they lied, too, like I wouldn't trust them then.
Interviewee:	Yeah. Mainly that, or, um, like if they allowed it with people because they're friends, like if they showed favoritism.
Interviewee:	That would hurt my trust in them, too.","phanges",2000-03-26 14:45:00,379,0.584408,"but yet trust I guess is ah maybe if they lied too I would not trust them then. Yeah. Mainly that or if they allowed it with people because they are friends if they showed favoritism. That would hurt my trust in them too."
"350",350,FALSE,FALSE,FALSE,"USAFA","USAFA-R8-4","Leader.bends.rules",475,489,0,"Interviewee:	Um, maybe a little bit just because I know they'd be willing to kind of bend the rules.
Interviewee:	I just wouldn't know where the line was with that.
Interviewee:	I guess.
Interviewee:	Yeah, like I wouldn't know. If you're doing that, what else are you not being honest about type-of-thing.
Interviewee:	I guess, take responsibility for it. Um –
Interviewee:	If they did it, like, admit it and turn themselves in.
Interviewee:	Because, I think that represents more of an attempt to kind of make it better, or make up for it
Interviewee:	So, I think, like, if you are willing to – like, taking responsibility for a mistake is something that not a lot of people can do, so that would restore a lot of trust.","phanges",2000-03-26 14:49:00,1066,1.643743,"maybe a little bit because I know they would be willing to kind of bend the rules. I would not know where the line was with that. I guess. Yeah I would not know. If you are doing that what else are you not being honest about type of thing. I guess take responsibility for it. If they did it admit it and turn themselves in. Because I think that represents more of an attempt to kind of make it better or make up for it So I think if you are willing to taking responsibility for a mistake is something that not a lot of people can do so that would restore a lot of trust."
"351",351,FALSE,FALSE,FALSE,"USAFA","USAFA-R8-5","Arbitrary.punishmentpractices.discretion",371,384,0,"
Interviewee:	Mm-hmm.
Interviewee:	I have heard of things. Um, another squadron, they – their AOC threatened that with the next honor case they were just going to automatically put that cadet up for disenrollment. And so radical things like that, I don’t even know if that’s in the rules –
Interviewee:	– like I don't know if they can even do that.
Interviewee:	Um, just things like that where they’re just not willing to work with somebody. Like in an honor case it doesn’t matter – like I heard it didn’t matter who it was or what they did, you know, my element leader didn’t read the fine print in her syllabus and was put up on an honor and like convicted or whatever, I don't know –
Interviewee:	– exactly how that works either. But um, she had six months’ probation and everything. So, I mean, him just being willing to disenroll anyone was – is definitely something that I would lose respect for them. 
Interviewee:	Right. Just – it didn’t even make sense, [laugh] –
Interviewee:	– to be honest, so.","phanges",2000-03-26 14:52:00,1503,3.499418,". I have heard of things. another squadron they their AOC threatened that with the next honor case they were going to automatically put that cadet up for disenrollment. And so radical things that I don’t even know if that’s in the rules I do not know if they can even do that. things that where they’re not willing to work with somebody. in an honor case it doesn’t matter I heard it didn’t matter who it was or what they did you know my element leader didn’t read the fine print in her syllabus and was put up on an honor and convicted or whatever I do not know exactly how that works either. But she had six months’ probation and everything. So I mean him being willing to disenroll anyone was is definitely something that I would lose respect for them. Right. it didn’t even make sense to be honest so."
"352",352,FALSE,FALSE,FALSE,"USMA","USMA-R1-1","Leader.hypocrisy",499,527,0,"Interviewee:	- done. In terms of trusting their character, I think that’s a little more difficult. Plebes, a lot of times you know them and, um, like if they’re you’re classmates—
Interviewee:	- and then it’d be different if I didn’t know them as an individual, but like knowing them as like a classmate, a lotta people don’t trust the leadership in terms of like necessarily doing what’s best for you know them. It’s more like a lot of people view sometimes the leadership as like putting up a face you know—
Interviewee:	- when they’re talking to the cadets, you know, they’ll talk a certain way, they’ll help make a grand speech or something, but like knowing their character, you might disagree with how—like I wouldn’t really trust some of the cadets who are in leadership positions just because like knowing them, they seem more like the A type of people who are in their self-interest rather than helping the corps, like, helping, you know, their—
Interviewee:	- followers.
Interviewee:	Mm-hm.
Interviewee:	Yeah.
Interviewee:	Mm-hm.
Interviewee:	Mm-hm.
Interviewee:	Yeah.
Interviewee:	I guess, yeah, just trust—I just wouldn’t like trust them to like necessarily look after our best interest—
Interviewee:	- but I’ll trust them to get things done and like, you know, do their job.
Interviewee:	So just more like—I trust them on a professional level—
Interviewee:	- whether it be like personally or like something more serious happened—
Interviewee:	- I don’t know if I would trust them—
Interviewee:	- in that regard, but—","Kelly",2000-11-07 00:56:00,2153,3.482016,"done. In terms of trusting their character I think that’s a little more difficult. Plebes a lot of times you know them and if they’re you’re classmates and then it’d be different if I didn’t know them as an individual but knowing them as a classmate a lotta people don’t trust the leadership in terms of necessarily doing what’s best for you know them. It’s more a lot of people view sometimes the leadership as putting up a face you know when they’re talking to the cadets you know they’ll talk a certain way they’ll help make a grand speech or something but knowing their character you might disagree with how I wouldn’t really trust some of the cadets who are in leadership positions because knowing them they seem more the A type of people who are in their self interest rather than helping the corps helping you know their followers. . Yeah. . . Yeah. I guess yeah trust I wouldn’t trust them to necessarily look after our best interest but I’ll trust them to get things done and you know do their job. So more I trust them on a professional level whether it be personally or something more serious happened I don’t know if I would trust them in that regard but "
"353",353,TRUE,FALSE,FALSE,"USMA","USMA-R1-2","Leader.encourages.unethical.behavior",190,196,0,"Interviewee 2:	She was like, ""Just—"" she's like, ""We don't need to, like, deal with this. Like, this is—this is gonna get—i-if this gets reported to the TACs, this is going to be unreal to fix. So just, like, try to figure out some way to resolve it without getting anyone involved."" I'm like, ""Well, you know, people are coming into my room because their roommates won't let them in their room during certain hours of the day and stuff,"" and—
Interviewee 2:	- it just got really weird.
Interviewee 2:	Yeah. I mean—and i-it's just, like, throughout my company, these types of things. You know, you'll hear about so and so doing this, and—
Interviewee 2:	- so and so doing this. And, I mean, yes, they're rumors, but a lot of them do have some sort of truth to them, and it's just kind of, like, a hush-hush thing, and—","phanges",2000-03-15 15:48:00,1019,1.924966,"She was "" "" she is ""We do not need to deal with this. this is this is gonna get i if this gets reported to the TACs this is going to be unreal to fix. So try to figure out some way to resolve it without getting anyone involved."" I am ""Well you know people are coming into my room because their roommates will not let them in their room during certain hours of the day and stuff "" and it got really weird. Yeah. I mean and i it is throughout my company these types of things. You know you will hear about so and so doing this and so and so doing this. And I mean yes they are rumors but a lot of them do have some sort of truth to them and it is kind of a hush hush thing and "
"354",354,FALSE,FALSE,FALSE,"USMA","USMA-R1-2","Leader.drinkingdrunk.at.inappropriate.timeslocations",261,269,0,"Interviewee 2:	- coming into my room drunk, and vomiting in my sink, is, uh, [laughter] one behavior that's like, oh.
Interviewee 2:	Um, kind of. I mean—
Interviewee 2:	- he's not, like, in my direct chain of command or anything, but it's like—

Interviewee 1:	Is he out of your company?

Interviewee 2:	Hmm?

Interviewee 1:	Is he, like, in your company?

Interviewee 2:	Yeah. So, I mean, it's just, like—and I didn't actually see, like, the person, but somebody came in drunk and vomited in my sink 'cause there was vomit there. It's like, oh, who's allowed to drink? The upperclassmen. And who would be on the sixth floor of Ike this time of night? Probably not someone from another regiment. So it's just s-seeing such stupid things happen, and—[laughter] yeah.","Ben",2000-10-13 20:58:00,832,1.571709,"coming into my room drunk and vomiting in my sink is one behavior that is . kind of. I mean he is not in my direct chain of command or anything but it is Is he out of your company? H? Is he in your company? Yeah. So I mean it is and I did not actually see the person but somebody came in drunk and vomited in my sink because there was vomit there. it is who is allowed to drink? The upperclassmen. And who would be on the sixth floor of Ike this time of night? Probably not someone from another regiment. So it is s seeing such stupid things happen and yeah."
"355",355,TRUE,FALSE,FALSE,"USMA","USMA-R1-4","Leader.deliberately.behaving.against.Military.valuesstandards",49,51,0,"Interviewee:	Um, you just didn’t have that-that backing up. You know, you knew that—uh, like, for me, I knew a lot of these values, but there was no—there was no back up behind it-there was no importance for why. And so now, getting here and you-you-you see examples and you hear about how people not living honorably can hurt them as a leader and hurt them, um, when they’re in the Army, I guess is in their—in the future—
Interviewee:	- in their careers, um, and how it can—a big thing for us, is you know, it could get somebody killed.","sujunjie",2000-10-22 12:57:00,561,0.933553,"you didn’t have that that backing up. You know you knew that for me I knew a lot of these values but there was no there was no back up behind it there was no importance for why. And so now getting here and you you you see examples and you hear about how people not living honorably can hurt them as a leader and hurt them when they’re in the Army I guess is in their in the future in their careers and how it can a big thing for us is you know it could get somebody killed."
"356",356,FALSE,FALSE,FALSE,"USMA","USMA-R1-4","Leader.apathetic.to.others.concerns",531,533,0,"Interviewee:	Um, there are some, and I would specifically say not officers have, but I would specifically say seniors—
Interviewee:	- that I—that we—I and others view as like not—we don’t think that they’ll be the best leaders. They don’t give—they don’t show the best character. It doesn’t look like they are coming out the way West Point necessarily would want ’em to. Maybe they’re just kind of ready to graduate and they don’t care.","phanges",2000-03-15 15:51:00,459,0.763816,"there are some and I would specifically say not officers have but I would specifically say seniors that I that we I and others view as not we don’t think that they’ll be the best leaders. They don’t give they don’t show the best character. It doesn’t look they are coming out the way West Point necessarily would want ’em to. Maybe they’re kind of ready to graduate and they don’t care."
"357",357,TRUE,FALSE,FALSE,"USMA","USMA-R1-8","Leader.hypocrisy",42,43,0,"Interviewee:	Oh no, nothing related to honor. More just treating people not the way that they tell us to treat other people.

","Kelly",2000-11-06 17:50:00,341,0.936453,"no nothing related to honor. More treating people not the way that they tell us to treat other people. "
"358",358,FALSE,FALSE,FALSE,"USMA","USMA-R1-8","Leader.deliberately.behaving.against.Military.valuesstandards",104,104,0,"Interviewee:	I would say some forms of humor I’ve seen them let slide. If it’s actually degrading to- to an individual, I think um I think a lot of people would-  would step in and say, “Hey, let’s—let’s not make those jokes anymore.” Um, but I have seen a lot of either peer leaders or even higher leaders make like inappropriate jokes um that they wouldn’t share with like the TAC or the Supe or something, but they’re willing to share with their buddies, and I don’t think that’s necessarily wrong if they don’t have bad intentions. I don’t think humor should be gained at someone else’s expense, but there- there have been kinda’ inappropriate or malicious humor incidents that I’ve seen kinda’ the leadership let slip.","joopark",2000-10-18 16:31:00,723,1.9855,"I would say some forms of humor I’ve seen them let slide. If it’s actually degrading to to an individual I think I think a lot of people would would step in and say “Hey let’s let’s not make those jokes anymore.” but I have seen a lot of either peer leaders or even higher leaders make inappropriate jokes that they wouldn’t share with the TAC or the Supe or something but they’re willing to share with their buddies and I don’t think that’s necessarily wrong if they don’t have bad intentions. I don’t think humor should be gained at someone else’s expense but there there have been kinda’ inappropriate or malicious humor incidents that I’ve seen kinda’ the leadership let slip."
"359",359,TRUE,FALSE,FALSE,"USMA","USMA-R1-9","Abusing.Power",59,61,0,"Interviewee 2:	They're taking their - taking their position almost a little too seriously. Yes, when they're put in a position of, let's say, company commander or regimental staff or regimental commander, they'll—they have a responsibility of command, but they - they - they basically fail to realize that they are still part of a class of peers. They have just been ranked with a - with a spot with more responsibility where they'll kind of go over the line slightly as to expect that some—
Interviewee 2:	- some - some things are to be enforced for simply the reason of their own thought process.","phanges",2000-03-15 15:56:00,620,1.322103,"they are taking their taking their position almost a little too seriously. Yes when they are put in a position of let us say company commander or regimental staff or regimental commander they will they have a responsibility of command but they they they basically fail to realize that they are still part of a class of peers. They have been ranked with a with a spot with more responsibility where they will kind of go over the line slightly as to expect that some some some things are to be enforced for simply the reason of their own thought process."
"360",360,TRUE,FALSE,FALSE,"USMA","USMA-R1-9","Favoritism",148,155,0,"
Interviewee 1:	Some favoritism—
Interviewee 1:	- for the people who are there who are seen the most. 
Interviewee 2:	Mm-hmm. 
Interviewee 1:	Sometimes.","Kelly",2000-11-06 18:26:00,750,1.599318,"Some favoritism for the people who are there who are seen the most. . Sometimes."
"361",361,TRUE,FALSE,FALSE,"USMA","USMA-R1-9","Favoritism",156,162,0,"
Interviewee 1:	To some degree, I think that's right. I wouldn't say it's over the top, but—
Interviewee 1:	- to a certain degree, I think that's—
Interviewee 1:	Yes, sir. That sounds pretty accurate. 

Interviewee 2:	I - I would agree to some—uh, a little bit on that. Uh, it's also somewhat based on prior performance.","Kelly",2000-11-06 18:26:00,1112,2.371255,"To some degree I think that is right. I would not say it is over the top but to a certain degree I think that is Yes sir. That sounds pretty accurate. I I would agree to some a little bit on that. it is also somewhat based on prior performance."
"362",362,TRUE,FALSE,FALSE,"USMA","USMA-R1-9","Leader.does.not.take.accountability.for.actions",175,175,0,"there will be one person who will come down with just saying, ""Well, this is just what we have to do. That's what they're saying."" They'll—they either try to push the blame off on somebody else for us to - for us to be mad at","Kelly",2000-11-06 18:26:00,225,0.479795,"there will be one person who will come down with saying ""Well this is what we have to do. that is what they are saying."" they will they either try to push the blame off on somebody else for us to for us to be mad at"
"363",363,FALSE,FALSE,FALSE,"USMA","USMA-R1-9","Leader.deliberately.behaving.against.Military.valuesstandards",185,185,0,"Interviewee 1:	Uh, a particular leader I interacted with at one point, this person is very two-faced, so different information than they were person, uh, one-on-one. And one-on-one, they were all right, but every time I was in formation, I just saw a different side of this person. So they were very cynical. It seemed almost like a burden, what they were doing, like they didn't want to be doing their job, and they were just there so they don't get fined. Common terms. [Laughter] And I found the more that I saw that, um, the more I saw that behavior, I just drifted away from that particular leader, and I really didn't trust them.","Kelly",2000-11-06 18:26:00,635,1.354089,"a particular leader I interacted with at one point this person is very two faced so different information than they were person one on one. And one on one they were all right but every time I was in formation I saw a different side of this person. So they were very cynical. It seemed almost a burden what they were doing they did not want to be doing their job and they were there so they do not get fined. Common terms. And I found the more that I saw that the more I saw that behavior I drifted away from that particular leader and I really did not trust them."
"364",364,TRUE,FALSE,FALSE,"USMA","USMA-R2-1","Leader.encourages.unethical.behavior",139,141,0,"Interviewee:	So what I mean by that is, like—I won't use names, but, like, the OIC of a particular team, for example, you know, they go on a trip section to X place, a few hours away from New York. And, um, that place has a much better scene than Highland Falls does because—
Interviewee:	- in Highland Falls, there's nothing to do. So the OIC tells—of the team, tells the cadets, you know, like, ""You all are young. Go have fun,"" you know, uh, ""I don't know what I don't know,"" and, you know, ""Yeah. We're a team, so it's, like, fine,"" whatever. And he knows that some members of that team are underage, but he's encouraging that they, you know, have fun, which includes drinking, um, and, like, is conscious of the fact that he's doing this.","joopark",2000-11-01 05:29:00,765,2.060662,"So what I mean by that is I will not use names but the OIC of a particular team for example you know they go on a trip section to X place a few hours away from New York. And that place has a much better scene than Highland Falls does because in Highland Falls there is nothing to do. So the OIC tells of the team tells the cadets you know ""You all are young. Go have fun "" you know ""I do not know what I do not know "" and you know ""Yeah. we are a team so it is fine "" whatever. And he knows that some members of that team are underage but he is encouraging that they you know have fun which includes drinking and is conscious of the fact that he is doing this."
"365",365,TRUE,FALSE,FALSE,"USMA","USMA-R2-1","Leader.encourages.unethical.behavior",146,149,0,"
Interviewee:	I just think it depends on-on who we're talking about, but definitely—
Interviewee:	- because that just makes it so that anybody, who's in that situation, if they're addressed about it, can say, ""Well, this guy, who's supposed to be an example to me, said that it was totally fine."" And that's a totally valid justification in that case. So—","joopark",2000-11-01 05:29:00,564,1.519233,"I think it depends on on who we are talking about but definitely because that makes it so that anybody who is in that situation if they are addressed about it can say ""Well this guy who is supposed to be an example to me said that it was totally fine."" And that is a totally valid justification in that case. So "
"366",366,TRUE,FALSE,FALSE,"USMA","USMA-R2-1","Leader.makes.promises.with.no.intention.to.keep",244,244,0,"Um, and as far as losing trust, though, I think a breach in confidentiality, obviously, would be a loss in trust, as well as, um, false promises, things like that.","joopark",2000-11-01 05:40:00,163,0.439069,"and as far as losing trust though I think a breach in confidentiality obviously would be a loss in trust as well as false promises things that."
"367",367,TRUE,FALSE,FALSE,"USMA","USMA-R2-1","Leader.hypocrisy",248,252,0,"Interviewee:	Oh, one more thing would, I guess, just be, um, whatchamacallit. What is that word? Oh, hypocrisy. [Laughter] If they're—
Interviewee:	Yeah. If they're telling us to do one thing, and they're doing something else, that's-that's—immediately, uh, will set someone further down on my, like—
Interviewee:	- trust list. Yeah.","Kelly",2000-11-06 17:50:00,377,1.015516,"one more thing would I guess be whatchamacallit. What is that word? hypocrisy. If they are Yeah. If they are telling us to do one thing and they are doing something else that is that is immediately will set someone further down on my trust list. Yeah."
"368",368,TRUE,FALSE,FALSE,"USMA","USMA-R2-1","Favoritism",257,257,0,"Interviewee:	Okay. So leaders, who are partial to certain types of people, I think that's pretty unethical.","joopark",2000-11-01 05:41:00,107,0.288223,"Okay. So leaders who are partial to certain types of people I think that is pretty unethical."
"369",369,TRUE,FALSE,FALSE,"USMA","USMA-R2-1","Favoritism",259,259,0,"Interviewee:	So to see someone or know someone, only on the surface level, and judge them prematurely of really getting to know them, I think that's a pretty unethical thing to do as a leader, especially now, when the Army is composed of so many different, like, you know, races, genders, religions, uh, j-just people, types. Um, it's just—it's not practical or right. And then I think ethical behaviors would be, I think, the opposite of that, really, so fairness in things they do and decide. Um, that's about it I guess.","joopark",2000-11-01 05:41:00,523,1.408792,"So to see someone or know someone only on the surface level and judge them prematurely of really getting to know them I think that is a pretty unethical thing to do as a leader especially now when the Army is composed of so many different you know races genders religions j people types. it is it is not practical or right. And then I think ethical behaviors would be I think the opposite of that really so fairness in things they do and decide. that is about it I guess."
"370",370,FALSE,FALSE,FALSE,"USMA","USMA-R2-1","Leader.deliberately.behaving.against.Military.valuesstandards",303,305,0,"Interviewee:	- one individual is currently, like—we'll say he's a battalion commander, and he had an alcohol board and got, like, a substantial amount of hours, like, f—it was probably a century, man, like 100 plus hours. [Laughter] Um, and so that—you know, once he finished his hours and was no longer a Private First Class, like, uh—he isn't 35:29 in a leadership position now. 

So I think that even—I would say yes. Like, I know that there are members of my current leadership, who have done things that aren't in line with the Army values and our standards of discipline here, but I think that those who are still in positions, um, like, learn from that. And then that's one of the purposes of the whole system we have in place. 

It is not necessarily to crucify every person who does something wrong. It's to give every person, who does something wrong, a good rap on the knuckles, so that they learn from that and can continue trying to lead and grow. So then I think that there are also people who do things that are not in line, and never get caught, and are still in leadership positions. I think that's true, too. Not—luckily, though, not in my chain of command, I don't think—","joopark",2000-11-01 05:47:00,1190,3.205474,"one individual is currently we will say he is a battalion commander and he had an alcohol board and got a substantial amount of hours f it was probably a century man 100 plus hours. and so that you know once he finished his hours and was no longer a Private First Class he is not 3 29 in a leadership position now. So I think that even I would say yes. I know that there are members of my current leadership who have done things that are not in line with the Army values and our standards of discipline here but I think that those who are still in positions learn from that. And then that is one of the purposes of the whole system we have in place. It is not necessarily to crucify every person who does something wrong. it is to give every person who does something wrong a good rap on the knuckles so that they learn from that and can continue trying to lead and grow. So then I think that there are also people who do things that are not in line and never get caught and are still in leadership positions. I think that is true too. Not luckily though not in my chain of command I do not think "
